book,run_label,feature_set,model_role,n_words,n_candidates,n_minor_boundaries_candidates,evaluation_mode,folds,split_mode,test_frac,include_edges,pos_cap,len_cap,alpha,test_candidates,gold_boundaries,predicted_boundaries,tp,fp,fn,precision,recall,f1,fold_f1_mean,fold_f1_sd,fold_f1_min,fold_f1_max,random_f1_mean,random_f1_sd,model_vs_random_f1_z,model_vs_random_empirical_p
leviticus,control_random_words,local_taam,ablation,11945,8609,1303,cross_validation,5,random_words,NA,False,10,30,1.0,8609,1303,1303,958,345,345,0.7352264,0.7352264,0.7352264,0.73509876,0.01206443,0.7188755,0.75289575,0.15137222,0.00898694,64.966984,0.00199601
leviticus,control_random_words,structure_current,ablation,11945,8609,1303,cross_validation,5,random_words,NA,False,10,30,1.0,8609,1303,1303,753,550,550,0.57789716,0.57789716,0.57789716,0.57766638,0.04303064,0.52610442,0.63878327,0.15137222,0.00898694,47.460547,0.00199601
leviticus,control_random_words,structure_local,maximal_reconstruction,11945,8609,1303,cross_validation,5,random_words,NA,False,10,30,1.0,8609,1303,1303,923,380,380,0.70836531,0.70836531,0.70836531,0.70815814,0.02604846,0.68359375,0.74144487,0.15137222,0.00898694,61.97808,0.00199601
numbers,control_random_words,structure,geometry_baseline,16404,11537,1815,cross_validation,5,random_words,NA,False,10,30,1.0,11537,1815,1815,552,1263,1263,0.30413223,0.30413223,0.30413223,0.30329386,0.02899239,0.27810651,0.33866667,0.15696749,0.00821335,17.917743,0.00199601
numbers,control_random_words,current_only,ablation,16404,11537,1815,cross_validation,5,random_words,NA,False,10,30,1.0,11537,1815,1815,845,970,970,0.46556474,0.46556474,0.46556474,0.46511128,0.02683415,0.43732591,0.49470899,0.15696749,0.00821335,37.57263,0.00199601
numbers,control_random_words,adjacent_only,strict_adjacency_primary,16404,11537,1815,cross_validation,5,random_words,NA,False,10,30,1.0,11537,1815,1815,1295,520,520,0.71349862,0.71349862,0.71349862,0.71350573,0.02434323,0.6739726,0.73809524,0.15696749,0.00821335,67.759316,0.00199601
numbers,control_random_words,local_taam,ablation,16404,11537,1815,cross_validation,5,random_words,NA,False,10,30,1.0,11537,1815,1815,1346,469,469,0.7415978,0.7415978,0.7415978,0.74153001,0.02127774,0.72328767,0.77513228,0.15696749,0.00821335,71.180474,0.00199601
numbers,control_random_words,structure_current,ablation,16404,11537,1815,cross_validation,5,random_words,NA,False,10,30,1.0,11537,1815,1815,1106,709,709,0.60936639,0.60936639,0.60936639,0.60915233,0.02270351,0.592,0.64814815,0.15696749,0.00821335,55.080908,0.00199601
numbers,control_random_words,structure_local,maximal_reconstruction,16404,11537,1815,cross_validation,5,random_words,NA,False,10,30,1.0,11537,1815,1815,1343,472,472,0.7399449,0.7399449,0.7399449,0.73971475,0.02729703,0.70933333,0.78306878,0.15696749,0.00821335,70.979229,0.00199601
deuteronomy,control_random_words,structure,geometry_baseline,14269,10546,1773,cross_validation,5,random_words,NA,False,10,30,1.0,10546,1773,1773,519,1254,1254,0.2927242,0.2927242,0.2927242,0.29205179,0.03048928,0.26376812,0.3359375,0.16865426,0.00827975,14.98474,0.00199601
deuteronomy,control_random_words,current_only,ablation,14269,10546,1773,cross_validation,5,random_words,NA,False,10,30,1.0,10546,1773,1773,929,844,844,0.52397067,0.52397067,0.52397067,0.52259045,0.03621854,0.46706587,0.56510417,0.16865426,0.00827975,42.913894,0.00199601
deuteronomy,control_random_words,adjacent_only,strict_adjacency_primary,14269,10546,1773,cross_validation,5,random_words,NA,False,10,30,1.0,10546,1773,1773,1246,527,527,0.70276368,0.70276368,0.70276368,0.70271311,0.01162857,0.68985507,0.71556886,0.16865426,0.00827975,64.507898,0.00199601
deuteronomy,control_random_words,local_taam,ablation,14269,10546,1773,cross_validation,5,random_words,NA,False,10,30,1.0,10546,1773,1773,1330,443,443,0.750141,0.750141,0.750141,0.74972926,0.01766723,0.73333333,0.77604167,0.16865426,0.00827975,70.229968,0.00199601
deuteronomy,control_random_words,structure_current,ablation,14269,10546,1773,cross_validation,5,random_words,NA,False,10,30,1.0,10546,1773,1773,1068,705,705,0.60236887,0.60236887,0.60236887,0.60134294,0.02897266,0.57681159,0.65104167,0.16865426,0.00827975,52.382558,0.00199601
deuteronomy,control_random_words,structure_local,maximal_reconstruction,14269,10546,1773,cross_validation,5,random_words,NA,False,10,30,1.0,10546,1773,1773,1302,471,471,0.73434856,0.73434856,0.73434856,0.73390598,0.01760793,0.71780822,0.76302083,0.16865426,0.00827975,68.322611,0.00199601
